p_brand	p_type	p_size	supplier_cnt
Brand#14	STANDARD POLISHED NICKEL	14	4233
Brand#15	ECONOMY POLISHED COPPER	14	4233
Brand#15	SMALL BURNISHED TIN	9	4233
Brand#15	SMALL PLATED STEEL	36	4233
Brand#15	STANDARD ANODIZED COPPER	45	4233
Brand#21	PROMO ANODIZED COPPER	14	4233
Brand#21	SMALL ANODIZED NICKEL	3	4233
Brand#21	SMALL BRUSHED NICKEL	45	4233
Brand#22	MEDIUM ANODIZED TIN	36	4233
Brand#23	ECONOMY BRUSHED NICKEL	3	4233
Brand#23	ECONOMY PLATED TIN	14	4233
Brand#23	MEDIUM ANODIZED BRASS	9	4233
Brand#24	ECONOMY PLATED STEEL	19	4233
Brand#24	LARGE BURNISHED STEEL	3	4233
Brand#24	PROMO ANODIZED BRASS	49	4233
Brand#24	PROMO POLISHED NICKEL	14	4233
Brand#24	SMALL POLISHED STEEL	49	4233
Brand#24	STANDARD BRUSHED NICKEL	45	4233
Brand#25	ECONOMY BRUSHED TIN	3	4233
Brand#25	ECONOMY PLATED COPPER	49	4233
Brand#25	MEDIUM BRUSHED TIN	45	4233
Brand#31	ECONOMY BRUSHED BRASS	3	4233
Brand#31	STANDARD BRUSHED COPPER	9	4233
Brand#32	LARGE BURNISHED COPPER	14	4233
Brand#32	LARGE POLISHED NICKEL	49	4233
Brand#32	PROMO ANODIZED NICKEL	36	4233
Brand#32	PROMO BRUSHED TIN	14	4233
Brand#32	SMALL ANODIZED COPPER	9	4233
Brand#33	LARGE PLATED TIN	9	4233
Brand#33	PROMO ANODIZED BRASS	14	4233
Brand#34	MEDIUM PLATED NICKEL	36	4233
Brand#34	SMALL BRUSHED STEEL	36	4233
Brand#34	SMALL PLATED STEEL	19	4233
Brand#35	ECONOMY PLATED TIN	36	4233
Brand#35	MEDIUM ANODIZED STEEL	14	4233
Brand#35	PROMO BRUSHED BRASS	19	4233
Brand#35	PROMO BRUSHED TIN	45	4233
Brand#35	SMALL BURNISHED NICKEL	9	4233
Brand#41	ECONOMY ANODIZED COPPER	49	4233
Brand#41	SMALL BURNISHED COPPER	3	4233
Brand#41	SMALL POLISHED NICKEL	19	4233
Brand#41	STANDARD ANODIZED TIN	14	4233
Brand#42	LARGE PLATED COPPER	49	4233
Brand#42	STANDARD BRUSHED BRASS	49	4233
Brand#43	ECONOMY POLISHED TIN	36	4233
Brand#43	STANDARD BURNISHED TIN	3	4233
Brand#44	ECONOMY BURNISHED COPPER	36	4233
Brand#44	SMALL BRUSHED BRASS	45	4233
Brand#44	STANDARD PLATED STEEL	19	4233
Brand#51	PROMO PLATED BRASS	14	4233
Brand#51	PROMO PLATED COPPER	3	4233
Brand#52	PROMO ANODIZED BRASS	23	4233
Brand#52	PROMO BURNISHED BRASS	9	4233
Brand#52	PROMO PLATED COPPER	14	4233
Brand#52	PROMO PLATED STEEL	9	4233
Brand#52	SMALL BRUSHED BRASS	45	4233
Brand#52	SMALL PLATED BRASS	14	4233
Brand#52	STANDARD BRUSHED COPPER	3	4233
Brand#53	ECONOMY ANODIZED TIN	3	4233
Brand#53	LARGE BRUSHED STEEL	9	4233
Brand#53	SMALL ANODIZED NICKEL	19	4233
Brand#53	STANDARD BURNISHED STEEL	3	4233
Brand#54	ECONOMY POLISHED STEEL	23	4233
Brand#54	MEDIUM PLATED COPPER	3	4233
Brand#54	PROMO ANODIZED NICKEL	23	4233
Brand#55	SMALL PLATED BRASS	23	4233
Brand#11	STANDARD PLATED BRASS	23	4232
Brand#12	ECONOMY POLISHED STEEL	9	4232
Brand#15	ECONOMY BRUSHED TIN	14	4232
Brand#15	SMALL ANODIZED NICKEL	19	4232
Brand#15	STANDARD POLISHED BRASS	3	4232
Brand#21	PROMO BURNISHED STEEL	14	4232
Brand#21	STANDARD ANODIZED TIN	9	4232
Brand#22	PROMO POLISHED STEEL	19	4232
Brand#23	LARGE BURNISHED BRASS	45	4232
Brand#24	ECONOMY ANODIZED COPPER	23	4232
Brand#24	PROMO PLATED NICKEL	14	4232
Brand#24	STANDARD POLISHED COPPER	14	4232
Brand#25	ECONOMY BURNISHED COPPER	49	4232
Brand#25	PROMO POLISHED COPPER	36	4232
Brand#31	LARGE POLISHED STEEL	23	4232
Brand#31	PROMO PLATED BRASS	36	4232
Brand#31	SMALL ANODIZED BRASS	14	4232
Brand#32	PROMO POLISHED TIN	3	4232
Brand#32	SMALL BURNISHED TIN	9	4232
Brand#32	SMALL BURNISHED TIN	45	4232
Brand#32	STANDARD PLATED STEEL	23	4232
Brand#33	ECONOMY ANODIZED TIN	36	4232
Brand#33	ECONOMY PLATED TIN	19	4232
Brand#33	SMALL BURNISHED BRASS	36	4232
Brand#34	LARGE PLATED NICKEL	3	4232
Brand#34	MEDIUM BURNISHED BRASS	45	4232
Brand#34	SMALL ANODIZED COPPER	14	4232
Brand#34	STANDARD PLATED STEEL	23	4232
Brand#35	ECONOMY ANODIZED TIN	14	4232
Brand#35	SMALL ANODIZED TIN	45	4232
Brand#35	STANDARD BURNISHED TIN	14	4232
Brand#41	ECONOMY ANODIZED NICKEL	45	4232
Brand#41	LARGE ANODIZED TIN	49	4232
Brand#41	SMALL PLATED STEEL	9	4232
Brand#42	ECONOMY BURNISHED BRASS	49	4232
Brand#42	ECONOMY BURNISHED NICKEL	19	4232
Brand#42	MEDIUM PLATED BRASS	3	4232
Brand#43	ECONOMY PLATED STEEL	19	4232
Brand#43	MEDIUM BRUSHED TIN	9	4232
Brand#43	PROMO BURNISHED NICKEL	19	4232
Brand#43	SMALL ANODIZED TIN	9	4232
Brand#43	STANDARD BRUSHED BRASS	19	4232
Brand#44	ECONOMY BURNISHED STEEL	3	4232
Brand#44	LARGE BURNISHED BRASS	3	4232
Brand#44	LARGE BURNISHED COPPER	14	4232
Brand#44	MEDIUM PLATED NICKEL	36	4232
Brand#44	PROMO PLATED BRASS	45	4232
Brand#44	PROMO POLISHED STEEL	9	4232
Brand#44	STANDARD PLATED STEEL	14	4232
Brand#51	MEDIUM ANODIZED TIN	19	4232
Brand#51	MEDIUM BURNISHED BRASS	45	4232
Brand#51	MEDIUM PLATED STEEL	23	4232
Brand#52	ECONOMY POLISHED STEEL	23	4232
Brand#52	LARGE BURNISHED BRASS	23	4232
Brand#52	LARGE POLISHED COPPER	49	4232
Brand#52	MEDIUM ANODIZED NICKEL	19	4232
Brand#53	ECONOMY POLISHED COPPER	49	4232
Brand#53	LARGE BRUSHED COPPER	23	4232
Brand#53	MEDIUM BRUSHED COPPER	19	4232
Brand#53	PROMO ANODIZED STEEL	45	4232
Brand#54	LARGE PLATED COPPER	49	4232
Brand#54	PROMO ANODIZED COPPER	36	4232
Brand#54	PROMO BURNISHED COPPER	19	4232
Brand#54	SMALL BRUSHED TIN	9	4232
Brand#55	PROMO POLISHED COPPER	3	4232
Brand#11	STANDARD ANODIZED TIN	36	4231
Brand#12	ECONOMY ANODIZED NICKEL	23	4231
Brand#12	ECONOMY PLATED TIN	14	4231
Brand#12	MEDIUM BRUSHED TIN	9	4231
Brand#12	PROMO BRUSHED COPPER	3	4231
Brand#12	PROMO BRUSHED STEEL	19	4231
Brand#12	STANDARD BRUSHED STEEL	36	4231
Brand#13	ECONOMY BRUSHED STEEL	3	4231
Brand#13	ECONOMY PLATED COPPER	9	4231
Brand#13	LARGE PLATED COPPER	9	4231
Brand#13	MEDIUM ANODIZED NICKEL	23	4231
Brand#13	MEDIUM PLATED BRASS	49	4231
Brand#13	PROMO PLATED NICKEL	14	4231
Brand#13	PROMO PLATED TIN	45	4231
Brand#13	PROMO POLISHED TIN	23	4231
Brand#14	LARGE BRUSHED BRASS	14	4231
Brand#14	LARGE POLISHED TIN	9	4231
Brand#15	ECONOMY BRUSHED COPPER	49	4231
Brand#15	ECONOMY BRUSHED NICKEL	9	4231
Brand#15	LARGE BRUSHED COPPER	49	4231
Brand#15	SMALL PLATED NICKEL	14	4231
Brand#21	PROMO BURNISHED TIN	14	4231
Brand#21	STANDARD BRUSHED COPPER	49	4231
Brand#21	STANDARD POLISHED TIN	23	4231
Brand#22	ECONOMY ANODIZED TIN	36	4231
Brand#22	STANDARD BURNISHED TIN	3	4231
Brand#23	MEDIUM ANODIZED BRASS	49	4231
Brand#23	MEDIUM PLATED NICKEL	14	4231
Brand#23	PROMO ANODIZED COPPER	9	4231
Brand#24	LARGE BRUSHED TIN	14	4231
Brand#24	LARGE BURNISHED NICKEL	9	4231
Brand#24	MEDIUM ANODIZED STEEL	49	4231
Brand#24	SMALL ANODIZED COPPER	36	4231
Brand#24	SMALL PLATED TIN	3	4231
Brand#24	STANDARD BRUSHED STEEL	49	4231
Brand#24	STANDARD POLISHED COPPER	23	4231
Brand#25	ECONOMY ANODIZED NICKEL	36	4231
Brand#25	ECONOMY PLATED STEEL	19	4231
Brand#25	LARGE ANODIZED NICKEL	3	4231
Brand#25	LARGE BURNISHED COPPER	19	4231
Brand#25	LARGE BURNISHED TIN	36	4231
Brand#25	MEDIUM BRUSHED STEEL	49	4231
Brand#25	MEDIUM PLATED NICKEL	45	4231
Brand#25	PROMO POLISHED BRASS	14	4231
Brand#25	SMALL BRUSHED NICKEL	23	4231
Brand#25	STANDARD POLISHED NICKEL	9	4231
Brand#31	LARGE PLATED STEEL	14	4231
Brand#31	MEDIUM BURNISHED BRASS	14	4231
Brand#31	SMALL PLATED NICKEL	3	4231
Brand#31	SMALL PLATED TIN	23	4231
Brand#31	STANDARD PLATED TIN	49	4231
Brand#32	ECONOMY PLATED STEEL	23	4231
Brand#32	ECONOMY POLISHED BRASS	9	4231
Brand#32	PROMO ANODIZED COPPER	9	4231
Brand#32	PROMO POLISHED BRASS	36	4231
Brand#32	SMALL POLISHED NICKEL	36	4231
Brand#32	STANDARD PLATED STEEL	36	4231
Brand#33	MEDIUM BURNISHED BRASS	49	4231
Brand#33	PROMO ANODIZED BRASS	45	4231
Brand#33	PROMO BURNISHED NICKEL	36	4231
Brand#33	SMALL BURNISHED STEEL	23	4231
Brand#33	STANDARD PLATED TIN	23	4231
Brand#34	ECONOMY PLATED BRASS	45	4231
Brand#34	LARGE PLATED BRASS	36	4231
Brand#34	PROMO PLATED TIN	36	4231
Brand#34	SMALL ANODIZED NICKEL	14	4231
Brand#34	SMALL ANODIZED STEEL	14	4231
Brand#34	STANDARD POLISHED TIN	49	4231
Brand#35	LARGE ANODIZED COPPER	9	4231
Brand#35	LARGE PLATED COPPER	45	4231
Brand#35	PROMO BRUSHED BRASS	45	4231
Brand#41	LARGE POLISHED NICKEL	45	4231
Brand#41	PROMO ANODIZED NICKEL	49	4231
Brand#42	MEDIUM ANODIZED STEEL	9	4231
Brand#42	MEDIUM ANODIZED TIN	36	4231
Brand#42	PROMO BRUSHED STEEL	23	4231
Brand#43	ECONOMY ANODIZED STEEL	49	4231
Brand#43	LARGE POLISHED BRASS	49	4231
Brand#43	MEDIUM BRUSHED TIN	3	4231
Brand#43	SMALL PLATED COPPER	45	4231
Brand#44	ECONOMY BRUSHED TIN	36	4231
Brand#44	ECONOMY POLISHED NICKEL	23	4231
Brand#44	MEDIUM BURNISHED COPPER	9	4231
Brand#44	MEDIUM PLATED NICKEL	3	4231
Brand#44	STANDARD BRUSHED STEEL	45	4231
Brand#51	ECONOMY PLATED STEEL	19	4231
Brand#51	SMALL BURNISHED BRASS	9	4231
Brand#52	LARGE BURNISHED STEEL	19	4231
Brand#52	MEDIUM BRUSHED NICKEL	49	4231
Brand#52	PROMO PLATED TIN	45	4231
Brand#52	STANDARD BRUSHED NICKEL	3	4231
Brand#53	LARGE ANODIZED BRASS	49	4231
Brand#53	LARGE BRUSHED BRASS	45	4231
Brand#53	LARGE BRUSHED STEEL	45	4231
Brand#53	MEDIUM BRUSHED TIN	36	4231
Brand#53	PROMO BRUSHED BRASS	45	4231
Brand#54	MEDIUM BURNISHED NICKEL	45	4231
Brand#54	PROMO PLATED NICKEL	49	4231
Brand#54	SMALL BRUSHED TIN	49	4231
Brand#54	STANDARD BRUSHED BRASS	3	4231
Brand#54	STANDARD BRUSHED COPPER	3	4231
Brand#55	ECONOMY BRUSHED STEEL	49	4231
Brand#55	LARGE BRUSHED COPPER	36	4231
Brand#55	SMALL ANODIZED NICKEL	36	4231
Brand#11	LARGE BRUSHED COPPER	3	4230
Brand#11	LARGE BURNISHED NICKEL	23	4230
Brand#11	LARGE POLISHED COPPER	49	4230
Brand#11	PROMO PLATED NICKEL	19	4230
Brand#11	SMALL ANODIZED BRASS	23	4230
Brand#11	SMALL BRUSHED TIN	19	4230
Brand#12	ECONOMY ANODIZED TIN	3	4230
Brand#12	ECONOMY POLISHED COPPER	23	4230
Brand#12	SMALL BURNISHED BRASS	9	4230
Brand#13	ECONOMY BRUSHED TIN	14	4230
Brand#13	MEDIUM PLATED BRASS	45	4230
Brand#13	STANDARD PLATED BRASS	3	4230
Brand#14	ECONOMY ANODIZED STEEL	14	4230
Brand#14	ECONOMY BRUSHED STEEL	9	4230
Brand#14	ECONOMY POLISHED STEEL	19	4230
Brand#14	PROMO POLISHED TIN	19	4230
Brand#14	SMALL BRUSHED TIN	14	4230
Brand#14	SMALL PLATED BRASS	36	4230
Brand#15	ECONOMY POLISHED TIN	19	4230
Brand#21	ECONOMY PLATED TIN	45	4230
Brand#21	MEDIUM PLATED STEEL	3	4230
Brand#21	STANDARD ANODIZED COPPER	23	4230
Brand#21	STANDARD PLATED BRASS	3	4230
Brand#22	LARGE PLATED TIN	36	4230
Brand#22	PROMO ANODIZED TIN	23	4230
Brand#22	PROMO PLATED COPPER	19	4230
Brand#22	SMALL ANODIZED NICKEL	14	4230
Brand#22	SMALL BRUSHED COPPER	45	4230
Brand#23	ECONOMY POLISHED NICKEL	14	4230
Brand#23	PROMO ANODIZED BRASS	9	4230
Brand#23	SMALL PLATED STEEL	9	4230
Brand#23	STANDARD ANODIZED COPPER	3	4230
Brand#23	STANDARD BRUSHED BRASS	23	4230
Brand#24	ECONOMY ANODIZED COPPER	19	4230
Brand#24	MEDIUM BRUSHED NICKEL	49	4230
Brand#24	PROMO BURNISHED TIN	19	4230
Brand#24	PROMO PLATED TIN	14	4230
Brand#25	ECONOMY PLATED BRASS	45	4230
Brand#25	PROMO BRUSHED TIN	9	4230
Brand#31	ECONOMY POLISHED TIN	3	4230
Brand#31	MEDIUM ANODIZED STEEL	19	4230
Brand#31	PROMO POLISHED NICKEL	45	4230
Brand#31	SMALL ANODIZED TIN	3	4230
Brand#31	STANDARD POLISHED TIN	45	4230
Brand#32	PROMO PLATED STEEL	19	4230
Brand#32	SMALL PLATED STEEL	49	4230
Brand#32	SMALL PLATED TIN	36	4230
Brand#33	ECONOMY POLISHED BRASS	3	4230
Brand#33	LARGE BRUSHED STEEL	36	4230
Brand#33	MEDIUM PLATED BRASS	36	4230
Brand#33	PROMO BURNISHED STEEL	19	4230
Brand#33	SMALL BURNISHED TIN	9	4230
Brand#33	STANDARD BURNISHED COPPER	45	4230
Brand#33	STANDARD BURNISHED TIN	49	4230
Brand#33	STANDARD PLATED NICKEL	36	4230
Brand#34	MEDIUM ANODIZED COPPER	45	4230
Brand#35	LARGE PLATED NICKEL	19	4230
Brand#35	PROMO BURNISHED COPPER	36	4230
Brand#35	PROMO BURNISHED STEEL	36	4230
Brand#41	ECONOMY BURNISHED BRASS	49	4230
Brand#41	MEDIUM ANODIZED STEEL	14	4230
Brand#41	STANDARD BRUSHED TIN	49	4230
Brand#41	STANDARD BURNISHED NICKEL	14	4230
Brand#42	PROMO POLISHED STEEL	36	4230
Brand#42	SMALL ANODIZED TIN	3	4230
Brand#42	SMALL BURNISHED TIN	14	4230
Brand#43	ECONOMY PLATED BRASS	45	4230
Brand#43	ECONOMY POLISHED COPPER	19	4230
Brand#43	STANDARD ANODIZED STEEL	19	4230
Brand#44	SMALL BRUSHED STEEL	9	4230
Brand#44	SMALL PLATED STEEL	14	4230
Brand#51	LARGE BRUSHED COPPER	45	4230
Brand#51	MEDIUM BRUSHED TIN	3	4230
Brand#51	MEDIUM PLATED BRASS	45	4230
Brand#51	STANDARD PLATED BRASS	9	4230
Brand#51	STANDARD PLATED COPPER	19	4230
Brand#52	LARGE BRUSHED NICKEL	19	4230
Brand#52	LARGE BURNISHED COPPER	9	4230
Brand#52	PROMO BURNISHED COPPER	49	4230
Brand#52	PROMO POLISHED BRASS	23	4230
Brand#52	STANDARD POLISHED BRASS	3	4230
Brand#53	LARGE BURNISHED BRASS	3	4230
Brand#53	MEDIUM BURNISHED BRASS	23	4230
Brand#53	MEDIUM PLATED STEEL	49	4230
Brand#53	PROMO BURNISHED TIN	36	4230
Brand#54	ECONOMY ANODIZED STEEL	9	4230
Brand#54	ECONOMY POLISHED NICKEL	3	4230
Brand#54	SMALL BURNISHED BRASS	19	4230
Brand#54	STANDARD ANODIZED BRASS	3	4230
Brand#54	STANDARD POLISHED TIN	49	4230
Brand#55	MEDIUM BURNISHED BRASS	23	4230
Brand#55	MEDIUM BURNISHED NICKEL	45	4230
Brand#55	SMALL BURNISHED STEEL	3	4230
Brand#11	PROMO PLATED TIN	23	4229
Brand#11	SMALL BRUSHED COPPER	49	4229
Brand#12	ECONOMY POLISHED COPPER	49	4229
Brand#12	PROMO PLATED TIN	36	4229
Brand#12	STANDARD POLISHED BRASS	49	4229
Brand#13	LARGE PLATED TIN	19	4229
Brand#13	PROMO BRUSHED TIN	19	4229
Brand#13	STANDARD POLISHED BRASS	23	4229
Brand#14	ECONOMY BRUSHED TIN	23	4229
Brand#14	SMALL POLISHED STEEL	9	4229
Brand#15	ECONOMY ANODIZED COPPER	19	4229
Brand#15	ECONOMY PLATED TIN	36	4229
Brand#15	PROMO POLISHED STEEL	49	4229
Brand#15	SMALL POLISHED COPPER	23	4229
Brand#21	ECONOMY BRUSHED STEEL	49	4229
Brand#21	ECONOMY BURNISHED BRASS	45	4229
Brand#21	PROMO PLATED NICKEL	19	4229
Brand#21	SMALL ANODIZED BRASS	19	4229
Brand#22	ECONOMY BRUSHED BRASS	36	4229
Brand#22	MEDIUM BURNISHED TIN	36	4229
Brand#22	SMALL PLATED BRASS	14	4229
Brand#22	STANDARD BRUSHED NICKEL	23	4229
Brand#23	ECONOMY BRUSHED STEEL	3	4229
Brand#23	LARGE BRUSHED BRASS	9	4229
Brand#23	PROMO PLATED COPPER	45	4229
Brand#23	SMALL BRUSHED STEEL	14	4229
Brand#23	SMALL BURNISHED COPPER	49	4229
Brand#23	STANDARD BURNISHED BRASS	14	4229
Brand#24	LARGE PLATED COPPER	36	4229
Brand#24	MEDIUM BURNISHED STEEL	49	4229
Brand#25	MEDIUM ANODIZED NICKEL	36	4229
Brand#25	MEDIUM BRUSHED COPPER	36	4229
Brand#25	MEDIUM PLATED COPPER	49	4229
Brand#25	PROMO BURNISHED STEEL	49	4229
Brand#25	SMALL BRUSHED BRASS	45	4229
Brand#25	STANDARD BRUSHED TIN	36	4229
Brand#31	ECONOMY BRUSHED COPPER	3	4229
Brand#31	MEDIUM BRUSHED STEEL	23	4229
Brand#31	PROMO BURNISHED COPPER	9	4229
Brand#31	STANDARD BRUSHED BRASS	14	4229
Brand#31	STANDARD BURNISHED BRASS	3	4229
Brand#32	ECONOMY ANODIZED BRASS	19	4229
Brand#32	LARGE BRUSHED STEEL	14	4229
Brand#32	PROMO BURNISHED BRASS	36	4229
Brand#32	STANDARD BRUSHED TIN	14	4229
Brand#32	STANDARD BURNISHED COPPER	49	4229
Brand#32	STANDARD PLATED STEEL	14	4229
Brand#33	ECONOMY POLISHED BRASS	14	4229
Brand#33	LARGE ANODIZED STEEL	49	4229
Brand#33	LARGE BRUSHED NICKEL	23	4229
Brand#33	LARGE POLISHED TIN	19	4229
Brand#33	MEDIUM BRUSHED STEEL	3	4229
Brand#33	SMALL PLATED COPPER	3	4229
Brand#34	LARGE ANODIZED TIN	19	4229
Brand#34	STANDARD BRUSHED TIN	45	4229
Brand#35	ECONOMY PLATED NICKEL	19	4229
Brand#35	STANDARD PLATED TIN	23	4229
Brand#41	LARGE BRUSHED STEEL	45	4229
Brand#41	LARGE POLISHED TIN	49	4229
Brand#41	STANDARD BURNISHED TIN	36	4229
Brand#42	LARGE PLATED NICKEL	3	4229
Brand#42	MEDIUM ANODIZED NICKEL	36	4229
Brand#42	PROMO BRUSHED COPPER	49	4229
Brand#42	SMALL ANODIZED COPPER	49	4229
Brand#42	SMALL BURNISHED TIN	19	4229
Brand#42	STANDARD ANODIZED COPPER	3	4229
Brand#43	LARGE ANODIZED COPPER	3	4229
Brand#43	LARGE BURNISHED TIN	49	4229
Brand#43	STANDARD POLISHED COPPER	9	4229
Brand#44	STANDARD POLISHED STEEL	3	4229
Brand#51	SMALL POLISHED NICKEL	49	4229
Brand#52	LARGE POLISHED COPPER	19	4229
Brand#52	PROMO POLISHED COPPER	36	4229
Brand#52	SMALL BRUSHED COPPER	3	4229
Brand#52	SMALL BURNISHED NICKEL	23	4229
Brand#52	STANDARD POLISHED STEEL	49	4229
Brand#54	MEDIUM BRUSHED BRASS	14	4229
Brand#54	STANDARD PLATED TIN	3	4229
Brand#55	ECONOMY ANODIZED BRASS	23	4229
Brand#55	MEDIUM BURNISHED BRASS	49	4229
Brand#55	SMALL POLISHED BRASS	45	4229
Brand#11	ECONOMY ANODIZED NICKEL	9	4228
Brand#11	LARGE BRUSHED STEEL	23	4228
Brand#11	SMALL ANODIZED BRASS	36	4228
Brand#12	ECONOMY BRUSHED TIN	9	4228
Brand#12	LARGE BRUSHED COPPER	49	4228
Brand#12	LARGE BRUSHED STEEL	9	4228
Brand#12	MEDIUM PLATED COPPER	23	4228
Brand#12	SMALL PLATED BRASS	9	4228
Brand#12	SMALL POLISHED BRASS	23	4228
Brand#13	MEDIUM BRUSHED BRASS	19	4228
Brand#14	ECONOMY ANODIZED TIN	19	4228
Brand#14	LARGE PLATED NICKEL	3	4228
Brand#14	MEDIUM BURNISHED NICKEL	36	4228
Brand#14	PROMO BRUSHED COPPER	14	4228
Brand#14	SMALL ANODIZED TIN	14	4228
Brand#14	SMALL PLATED TIN	49	4228
Brand#14	STANDARD ANODIZED NICKEL	14	4228
Brand#15	ECONOMY ANODIZED NICKEL	49	4228
Brand#15	LARGE BRUSHED TIN	23	4228
Brand#15	PROMO BURNISHED COPPER	49	4228
Brand#21	MEDIUM BURNISHED NICKEL	45	4228
Brand#21	PROMO ANODIZED TIN	49	4228
Brand#22	ECONOMY BRUSHED COPPER	36	4228
Brand#22	ECONOMY BURNISHED STEEL	3	4228
Brand#22	ECONOMY PLATED COPPER	36	4228
Brand#22	ECONOMY POLISHED TIN	19	4228
Brand#22	LARGE ANODIZED BRASS	14	4228
Brand#22	LARGE BURNISHED NICKEL	14	4228
Brand#22	SMALL BRUSHED BRASS	19	4228
Brand#22	STANDARD BRUSHED STEEL	9	4228
Brand#23	LARGE BURNISHED COPPER	49	4228
Brand#23	PROMO PLATED NICKEL	45	4228
Brand#23	STANDARD ANODIZED BRASS	49	4228
Brand#23	STANDARD BURNISHED BRASS	45	4228
Brand#24	MEDIUM ANODIZED STEEL	36	4228
Brand#24	STANDARD ANODIZED TIN	14	4228
Brand#25	LARGE ANODIZED BRASS	9	4228
Brand#25	MEDIUM PLATED TIN	19	4228
Brand#25	PROMO BRUSHED COPPER	14	4228
Brand#25	PROMO PLATED COPPER	9	4228
Brand#25	PROMO PLATED COPPER	23	4228
Brand#25	SMALL BRUSHED STEEL	45	4228
Brand#25	SMALL BURNISHED BRASS	23	4228
Brand#25	STANDARD POLISHED NICKEL	14	4228
Brand#31	PROMO BURNISHED STEEL	36	4228
Brand#31	PROMO POLISHED STEEL	23	4228
Brand#31	STANDARD BURNISHED BRASS	45	4228
Brand#31	STANDARD BURNISHED NICKEL	23	4228
Brand#32	ECONOMY BURNISHED STEEL	45	4228
Brand#32	PROMO PLATED STEEL	49	4228
Brand#32	SMALL POLISHED STEEL	45	4228
Brand#33	LARGE BURNISHED TIN	45	4228
Brand#33	PROMO ANODIZED COPPER	14	4228
Brand#33	SMALL PLATED BRASS	23	4228
Brand#33	STANDARD ANODIZED BRASS	14	4228
Brand#34	ECONOMY BURNISHED TIN	49	4228
Brand#34	LARGE BRUSHED COPPER	19	4228
Brand#34	PROMO PLATED COPPER	19	4228
Brand#34	SMALL ANODIZED STEEL	19	4228
Brand#34	SMALL POLISHED COPPER	45	4228
Brand#35	MEDIUM BURNISHED COPPER	3	4228
Brand#35	MEDIUM PLATED NICKEL	49	4228
Brand#35	SMALL BRUSHED BRASS	3	4228
Brand#35	SMALL POLISHED STEEL	45	4228
Brand#41	LARGE BURNISHED NICKEL	45	4228
Brand#41	PROMO BURNISHED COPPER	23	4228
Brand#42	ECONOMY PLATED COPPER	3	4228
Brand#42	ECONOMY PLATED COPPER	23	4228
Brand#42	STANDARD PLATED TIN	23	4228
Brand#43	ECONOMY POLISHED BRASS	19	4228
Brand#43	LARGE POLISHED BRASS	23	4228
Brand#43	SMALL PLATED TIN	9	4228
Brand#43	STANDARD BURNISHED COPPER	9	4228
Brand#44	ECONOMY BURNISHED NICKEL	9	4228
Brand#44	ECONOMY PLATED TIN	23	4228
Brand#51	LARGE ANODIZED NICKEL	45	4228
Brand#51	STANDARD BURNISHED TIN	3	4228
Brand#52	MEDIUM PLATED COPPER	45	4228
Brand#52	SMALL BRUSHED COPPER	23	4228
Brand#53	PROMO ANODIZED STEEL	49	4228
Brand#53	PROMO BRUSHED BRASS	9	4228
Brand#53	SMALL BURNISHED NICKEL	3	4228
Brand#54	ECONOMY ANODIZED STEEL	14	4228
Brand#54	LARGE BURNISHED BRASS	3	4228
Brand#54	MEDIUM PLATED NICKEL	9	4228
Brand#54	STANDARD BRUSHED COPPER	36	4228
Brand#55	LARGE BURNISHED COPPER	23	4228
Brand#11	ECONOMY BURNISHED NICKEL	14	4227
Brand#11	ECONOMY PLATED BRASS	49	4227
Brand#11	LARGE BURNISHED COPPER	23	4227
Brand#11	LARGE POLISHED COPPER	23	4227
Brand#11	SMALL POLISHED NICKEL	9	4227
Brand#12	LARGE BURNISHED BRASS	3	4227
Brand#12	MEDIUM BURNISHED TIN	23	4227
Brand#12	PROMO POLISHED STEEL	49	4227
Brand#13	ECONOMY PLATED COPPER	49	4227
Brand#14	ECONOMY BRUSHED STEEL	49	4227
Brand#14	LARGE POLISHED TIN	49	4227
Brand#14	PROMO ANODIZED NICKEL	36	4227
Brand#14	PROMO PLATED TIN	3	4227
Brand#14	SMALL PLATED NICKEL	19	4227
Brand#14	STANDARD BRUSHED TIN	9	4227
Brand#14	STANDARD POLISHED NICKEL	19	4227
Brand#15	MEDIUM BURNISHED TIN	45	4227
Brand#15	MEDIUM PLATED STEEL	36	4227
Brand#15	PROMO POLISHED BRASS	23	4227
Brand#15	SMALL PLATED COPPER	49	4227
Brand#15	STANDARD ANODIZED TIN	45	4227
Brand#15	STANDARD BURNISHED STEEL	36	4227
Brand#21	SMALL PLATED STEEL	36	4227
Brand#21	STANDARD POLISHED STEEL	19	4227
Brand#22	ECONOMY ANODIZED COPPER	36	4227
Brand#22	ECONOMY BRUSHED BRASS	49	4227
Brand#22	LARGE BRUSHED BRASS	45	4227
Brand#22	MEDIUM ANODIZED COPPER	3	4227
Brand#22	PROMO BURNISHED STEEL	14	4227
Brand#22	PROMO BURNISHED TIN	3	4227
Brand#22	SMALL POLISHED TIN	3	4227
Brand#22	STANDARD BRUSHED TIN	49	4227
Brand#23	ECONOMY POLISHED COPPER	23	4227
Brand#23	MEDIUM BRUSHED BRASS	9	4227
Brand#24	ECONOMY POLISHED STEEL	45	4227
Brand#24	PROMO ANODIZED BRASS	23	4227
Brand#24	PROMO POLISHED BRASS	36	4227
Brand#25	MEDIUM BRUSHED COPPER	23	4227
Brand#25	SMALL POLISHED TIN	49	4227
