ps_partkey	value
27164877	8695274.38
23133656	8695273.28
99576826	8695273.2
23328112	8695269.1
57800155	8695259.72
53811497	8695259.43
34840277	8695255.53
594013	8695251.52
92467438	8695251.2
56304536	8695246.26
23179483	8695243.64
75570256	8695239.78
20790409	8695232.02
36608723	8695231.62
22588028	8695227.42
27229292	8695226.38
33169390	8695219.89
10021048	8695216.64
2108589	8695205.19
33936683	8695202.1
77125968	8695196.12
93834698	8695193.43
81242020	8695185.84
97371124	8695176.75
63712054	8695176.32
43844605	8695175.55
79179316	8695172.84
236965	8695170.21
66969502	8695163.52
8992190	8695159.23
76702228	8695155.44
54634902	8695155.04
43435595	8695150.86
30874364	8695146.02
71166880	8695139.28
34652521	8695133.89
67835898	8695129.1
46281576	8695125.52
11061773	8695124.69
70642964	8695121.57
13664215	8695119.43
43548572	8695119.25
42716546	8695109.02
96461139	8695107.36
55114125	8695106.56
61227499	8695104.08
90621500	8695104
42384704	8695085.28
58542121	8695084.46
31424557	8695079.64
57329132	8695079.64
69583732	8695074
62547625	8695059
42048321	8695058.46
26278052	8695054.08
64752894	8695050.67
57557657	8695050
12323337	8695047.48
95961664	8695043.51
87141255	8695043
88868798	8695039.92
45530089	8695037.52
21445313	8695032.93
20371071	8695028.2
15110906	8695027.04
7272844	8695013.7
66753561	8695010.61
79522213	8695007.72
27709994	8694994.75
30180739	8694993.93
10077825	8694991.92
13112591	8694991.56
3491100	8694988.9
94415401	8694988.56
36452257	8694987
76217492	8694985.57
28264623	8694982.16
3631692	8694981.84
8191114	8694970.48
92968571	8694962.88
74367861	8694959.52
5623319	8694958.56
56438882	8694958.27
72570433	8694952.64
39059689	8694948.4
13959218	8694946.8
95391699	8694942.83
44200980	8694940.21
58750316	8694935.13
37350718	8694930.37
74206296	8694924.8
62544214	8694924.41
76200156	8694924.18
62817125	8694915.32
60196249	8694914.37
43537251	8694911.42
93906456	8694906.57
34847710	8694904.44
57836503	8694904.32
37061636	8694903.6
41179307	8694903.34
29151996	8694885.36
34846598	8694882.08
83929704	8694877.78
61488732	8694877.53
30874657	8694875.84
97520048	8694873.44
22723344	8694869.4
27798566	8694868.88
75466902	8694859.81
32892313	8694844.7
43271136	8694842.18
49286439	8694840.84
44286002	8694833.28
85936497	8694832.57
60819811	8694830.16
97580908	8694827.82
80983966	8694824.37
89255234	8694822.42
784713	8694817.67
82426172	8694811.78
40089589	8694800.97
57627459	8694797.54
56767163	8694797.16
43328097	8694794.85
63354544	8694794.74
2166889	8694789.12
3575169	8694775.63
92798829	8694768.81
52475050	8694766.84
17611407	8694764.32
83905975	8694763.4
91752038	8694758.91
8279510	8694753.27
8400695	8694745.07
9201614	8694744.33
32445045	8694742.03
61842432	8694737.73
8377782	8694737.28
63014736	8694734.2
15729902	8694730.92
29697530	8694724.42
27066846	8694721.44
55398856	8694719.52
27926324	8694717.72
53768645	8694717.56
79440418	8694713.88
50704966	8694713.28
9957452	8694711.48
20855964	8694706.56
54609350	8694701.76
32381109	8694699.2
93332307	8694693.8
9163304	8694692.82
94706133	8694683.84
29220679	8694683.62
36083928	8694681.04
47451253	8694679.24
18880469	8694678.5
93077519	8694668.76
97343843	8694659.16
17871604	8694655.9
7718425	8694654.32
48284424	8694652.05
57691173	8694646.28
12547227	8694636.79
1376822	8694633.84
31103860	8694630
7891345	8694627.64
66450698	8694627.28
43408359	8694621.78
54621102	8694611.24
40663286	8694608.5
39695111	8694605.38
60480127	8694602.91
30027403	8694599.48
94409391	8694596.43
64825673	8694595.3
36888725	8694595.05
57992386	8694585.3
85240458	8694581.45
35051936	8694576.05
15607363	8694574.98
30373829	8694574.56
80362877	8694571.56
36435446	8694560.07
48400609	8694543.08
19962228	8694533.4
21597945	8694532.6
97548	8694531.34
10590821	8694530.78
26377747	8694525.56
84379460	8694522
48339646	8694520.92
65130484	8694514.53
92401562	8694513.22
19441734	8694507.58
81648470	8694502.04
88990819	8694500.13
27615245	8694498.81
34626902	8694498.42
31657752	8694495.6
88679297	8694490.14
81247789	8694488.88
58854943	8694482.16
13639669	8694479.32
79402683	8694479.28
1171638	8694475.92
69125323	8694469.8
80496079	8694464.04
247602	8694463.5
16106510	8694462.7
87017611	8694461.89
46221325	8694453.36
5527070	8694444.98
83794523	8694443.57
22173649	8694441.6
78884149	8694439.8
89938874	8694439.5
1443804	8694438.9
88591064	8694438.41
62243150	8694437.06
7543125	8694435.12
34766666	8694430.36
12806817	8694424.8
71837832	8694423.16
44602146	8694418.5
65620693	8694417.23
71097683	8694412.75
49777281	8694411.94
92696568	8694411.11
93649615	8694409.65
60261135	8694409.2
61935780	8694404.96
20259521	8694404.04
77273435	8694403.06
90640384	8694401.66
48829760	8694400.26
4646193	8694397.88
5707627	8694390
6745519	8694374.52
99071506	8694363.75
22407088	8694357.29
74805855	8694355.92
62804591	8694346.6
37265019	8694342.02
42974980	8694333.96
57638640	8694330.9
99443656	8694328.02
17675334	8694318.66
30574639	8694317.39
20852834	8694315.8
98670392	8694309.39
39650803	8694308.48
56182502	8694307.05
57703329	8694306.42
22537947	8694301.07
68124830	8694295.86
27822923	8694294.7
79678972	8694287.91
85717706	8694286.72
76497151	8694284.66
9826574	8694282.42
67255961	8694276.9
8971157	8694275.6
32029419	8694274.4
8807778	8694273.06
20772583	8694269.28
38086272	8694267.76
91171123	8694266.05
52125006	8694262.06
25849360	8694250.95
38308797	8694250.46
42993425	8694245.8
18316880	8694243.69
66427012	8694241.5
91845215	8694241.47
68512971	8694241.18
63647494	8694238.74
37152515	8694231.72
44487071	8694222.7
81602879	8694215.58
75456920	8694210.6
34391440	8694210.28
56673733	8694208.32
229301	8694202.88
76955883	8694202.59
21745516	8694200.84
44908401	8694194.58
47016495	8694183.4
27736432	8694178.65
70640744	8694176.82
75284740	8694173.84
19966548	8694173.14
23613519	8694169.96
19692017	8694165.76
64502035	8694164.16
63846955	8694161.8
56884359	8694156.6
60646002	8694150.12
18199948	8694137.54
45560669	8694136.62
737792	8694135.84
71520366	8694124.81
4086365	8694121.92
74971460	8694119.92
25289711	8694118.8
41611811	8694118.8
69905423	8694109.02
55450084	8694106.3
18677857	8694104.13
70120466	8694103.48
80525474	8694102.24
58540338	8694101.25
71739416	8694100.66
14786823	8694096.14
62274503	8694090.37
9316291	8694090.08
52007831	8694088.2
63042049	8694087.54
10033180	8694083.92
61657094	8694078.8
46071038	8694066.89
51381799	8694045.17
97016555	8694037.44
77748533	8694026.69
33651540	8694026.61
1536953	8694026.22
7125369	8694022.7
10581210	8694020.23
25290651	8694019.2
77305422	8694012.9
81719205	8694009.24
34041558	8694008.55
21144634	8694006.36
81184339	8694003.57
28150586	8693995.92
77777008	8693986.56
74178915	8693983.11
66295164	8693974.18
92066901	8693973.94
35849504	8693966.73
50101363	8693962.28
8872707	8693958.02
1318526	8693955.64
83355214	8693951.77
87400772	8693950
34852581	8693947.36
32254219	8693942.56
44976747	8693939.1
91304442	8693938.84
92339808	8693935.94
4482332	8693933.68
52950857	8693932.24
83956359	8693927.48
2662120	8693916.3
56004018	8693904.45
52829689	8693902.58
5648374	8693899.95
76492719	8693899.03
51910880	8693889.39
13147100	8693883.05
27079819	8693882.91
2703624	8693881.9
91660966	8693881.14
2028314	8693880.6
58737453	8693879.04
90460551	8693872.85
77289721	8693870.7
10091701	8693869.86
4320040	8693866.37
58793241	8693863.62
13178322	8693861.52
81795416	8693850.32
76182068	8693849.88
9483414	8693847.6
85166113	8693847.6
71687204	8693836.38
18417782	8693834.16
56314491	8693833.83
3317553	8693825.04
4260210	8693823
10229607	8693819.55
6402682	8693819
41842162	8693816.7
70901183	8693813.32
10957449	8693813.1
50421537	8693811.88
99788669	8693808.42
94428147	8693807.86
24506224	8693807
68193720	8693806.68
90628495	8693806.24
22913920	8693803.86
29458623	8693800.56
36032866	8693798.8
33430807	8693797.35
71917515	8693792.52
48854195	8693789.42
3911372	8693785.88
77753888	8693783.44
37005409	8693783.15
67492180	8693781.12
87935699	8693777.62
71365403	8693776.8
23290065	8693773.95
98792827	8693773.92
4796371	8693770.79
7818750	8693768.24
28898777	8693759.52
91744346	8693754.46
72348121	8693752.61
71142160	8693752.18
64987886	8693741.43
41585295	8693735.98
78398749	8693732.32
28464325	8693722.4
89671548	8693718.21
73865373	8693716.32
3760053	8693711.44
7277791	8693711.31
87397372	8693709.05
98652554	8693690.19
9592782	8693688.12
60935179	8693685.88
16197278	8693685
58143290	8693674.29
80178472	8693671.88
92370052	8693666.56
64412053	8693665.73
33242684	8693663.04
39677243	8693661.86
95400673	8693645.77
74721637	8693645.76
5952944	8693645.49
27491183	8693619.9
14603977	8693610.63
92938112	8693607.1
64750404	8693605.01
64810199	8693596.65
38386114	8693593.82
6257715	8693591.9
69412725	8693589.56
28502688	8693589.06
1940921	8693587.12
62866170	8693582.4
31890180	8693579.4
33303994	8693579.32
43447859	8693569.44
1468667	8693567.74
3184645	8693566.48
24093286	8693564.32
5580333	8693561.56
86456514	8693560.7
35845371	8693559.34
56541936	8693554.84
5229914	8693551.65
19190159	8693551.15
28328263	8693548.84
3549657	8693547.28
16123656	8693532.96
75564949	8693531.72
36591048	8693525.61
73427552	8693524.8
58349681	8693523.28
22164476	8693516.16
61079867	8693504
75289824	8693499.64
71279130	8693496.39
85099184	8693495.62
38785441	8693494.59
67853891	8693492.13
17412843	8693485.2
68989832	8693467.2
62619170	8693465.88
64910466	8693464.1
83959885	8693462.1
68851646	8693460.96
2810578	8693451.43
52421984	8693451.18
4300576	8693447.55
49921939	8693446.36
61052210	8693441.07
90286435	8693438.64
14260613	8693436.52
7936274	8693434.98
40680519	8693433.24
52369944	8693431.44
25876900	8693427.87
25598592	8693427
28182550	8693424.18
30516022	8693424
97206022	8693422.7
8420990	8693414.46
48612527	8693412.57
20881362	8693407.44
26560922	8693401.26
42092471	8693397.93
73949341	8693396.25
61806497	8693392.83
87614582	8693390.32
94677716	8693389.81
59401021	8693387.46
93695676	8693374.3
7043492	8693374.21
14469631	8693363.1
87059649	8693361.6
46632364	8693354.24
49174289	8693349.5
54910622	8693348.32
27847267	8693347.84
30596561	8693346
29046253	8693345.58
97150476	8693343.18
68643012	8693341.91
45208132	8693337.67
6818182	8693334.35
43701928	8693331.36
69959862	8693323.8
95138863	8693320.2
5609271	8693314
5088187	8693313.69
24855208	8693313.2
88843503	8693301.54
66262040	8693298
28949673	8693296
49652305	8693291.1
39274088	8693285.92
45724470	8693283.56
44011390	8693278.2
7982947	8693275.23
354872	8693274.2
81566051	8693271.8
18222100	8693271.61
85951245	8693267.23
28905696	8693264.85
16200675	8693257.56
58125986	8693256
86443675	8693256
2965898	8693251.84
6456078	8693247.98
93700256	8693245.89
85345928	8693242.34
99473854	8693237.88
22189471	8693229.6
86559496	8693220.6
84301152	8693219.55
85614420	8693210.98
65171095	8693210.67
18394860	8693203.11
7979962	8693200.78
68618349	8693197.56
4414697	8693188.6
67134665	8693182.61
51581792	8693179.4
87590037	8693175.4
61945248	8693173.92
83053365	8693172.69
60013449	8693171.66
46766200	8693167.5
60286524	8693153.28
59954905	8693149.11
60933957	8693145.55
36973238	8693129
46224524	8693124.07
45959922	8693124
19177412	8693120.48
83780056	8693111.94
50328072	8693111.92
82804260	8693110.58
68179227	8693108.9
60225499	8693102.98
16972320	8693097.12
81515516	8693094.19
23889840	8693091.63
74952766	8693085.96
17107149	8693081.38
49584895	8693080.32
10425138	8693077.36
21941042	8693073.5
84801774	8693072.96
2594766	8693067.12
27573513	8693066.5
64824519	8693061.36
92025700	8693059.5
17080412	8693058.04
57471973	8693053.59
19102116	8693047.4
42301691	8693041.5
42943197	8693033.12
33428555	8693027.04
75534732	8693017.48
50492812	8693017.21
12853810	8693010.2
76132844	8693009.35
40059513	8693003.24
8244152	8693002.5
64769786	8693001
86228425	8692998.62
63831217	8692994.1
87110665	8692988.23
60172529	8692983.2
65093409	8692976.07
81222582	8692975.08
80050674	8692960.76
18831340	8692960.38
14874477	8692959.24
25869629	8692957.58
47782855	8692955.4
17111199	8692951.4
22600541	8692946.5
72372369	8692944.07
84862895	8692942.72
15298021	8692937.21
40282493	8692932.6
88884995	8692925.73
9936146	8692925.32
69186743	8692923.88
47853876	8692923
10608922	8692917.22
93343598	8692915.26
46371729	8692913.33
83619033	8692908.5
20193543	8692905.04
54846816	8692903.48
43025656	8692897.98
87559760	8692897.15
94396913	8692896.28
46557654	8692890.67
22240110	8692882.71
93011349	8692880.73
68910418	8692880.31
99023313	8692879.4
87412203	8692868.4
27330215	8692864
35541217	8692856.84
36365898	8692854.4
78138153	8692854.4
64650739	8692854.18
55185962	8692853.28
69324045	8692853.24
36290775	8692844.85
70776487	8692842.96
90278362	8692840.37
59210209	8692836.32
97526368	8692814.78
3088996	8692811.8
82710544	8692805.16
80604036	8692805.1
30051588	8692800.55
79239418	8692797.84
55405313	8692794.88
34906125	8692791.52
22459924	8692789.4
1772022	8692783.77
11214135	8692770.56
38047320	8692770.15
92620524	8692766.8
72843814	8692762.68
57436016	8692756.12
22359921	8692754.2
52843140	8692752.78
56541836	8692748.79
22089039	8692739.09
12828945	8692738.02
18031242	8692734.44
41534599	8692734.24
43330806	8692722.5
57457081	8692716.6
26619072	8692716.17
42678638	8692711.28
89447298	8692698.6
76386924	8692681.26
89298762	8692681.2
5801186	8692680.5
34106856	8692678.56
91078779	8692675.2
22351022	8692669.75
40938486	8692666.18
23489302	8692664.2
64249752	8692661.12
98344558	8692659.22
43405181	8692650.82
9134910	8692650.04
14786193	8692647.06
73789541	8692634.64
55675849	8692626.41
3297658	8692615.38
90965609	8692610.8
90591253	8692605
78953691	8692589.78
44809815	8692589.28
79462912	8692585.36
42770110	8692579.27
11236571	8692577.6
5711390	8692576.82
99096136	8692575.42
89526959	8692574.72
47745099	8692573.4
95128007	8692573.05
60667906	8692567.41
48468927	8692564.92
78980609	8692564.32
966387	8692564.01
21977019	8692552.62
28323129	8692549.8
30730226	8692547.32
38411675	8692540.7
30936770	8692540.64
25544844	8692536.75
95141517	8692529.96
41612322	8692525
72732102	8692524.15
42209800	8692522.4
57085994	8692516.56
8290119	8692512.01
62268160	8692511.42
91810414	8692510.37
48787805	8692509.12
82020644	8692505.9
68617372	8692503.02
6956083	8692502
46321788	8692494.88
80070106	8692492.58
22770546	8692491.66
46902646	8692490.72
53982151	8692489.13
79558139	8692484.5
11545630	8692480.5
87144189	8692477.16
37672461	8692476.6
47595730	8692462.92
3887339	8692456.08
32947207	8692455.36
4066201	8692455.24
12257139	8692452.9
93981691	8692450.62
70992711	8692448.03
39531151	8692442.64
34598399	8692441.3
41532664	8692440.47
81015531	8692438.88
29955795	8692431.72
85324064	8692429.59
22247426	8692425.26
31768432	8692424.64
58365035	8692421.58
14436971	8692418.24
50306665	8692410.3
23685960	8692403.9
78720588	8692403.86
92436791	8692400.48
38247722	8692399.62
39018117	8692399.1
12672303	8692398
87099113	8692395
53349357	8692393.6
99351321	8692386.48
20218214	8692382.23
2768316	8692379.84
94504101	8692378.21
52211840	8692374.36
61827763	8692373.52
7475202	8692370.52
24479036	8692367.04
13202023	8692365.5
73101003	8692364.43
81571458	8692363.68
63350938	8692363.67
53667098	8692362.14
22696641	8692360.92
1925793	8692358.4
56032869	8692357.6
98299965	8692357.48
46127916	8692357.41
825801	8692350.21
33621293	8692347.56
40435358	8692340.16
7378726	8692337.45
1396124	8692330.68
96884725	8692324.74
90857745	8692322.59
63654402	8692318.36
39773413	8692307.05
76832436	8692306.17
5424197	8692302.08
85392204	8692300.53
79049131	8692299.12
84685152	8692291.6
26531392	8692290.43
73260815	8692284
71892238	8692281.7
44622377	8692280.99
4585006	8692278.58
67443226	8692274.41
36152545	8692264.36
30279610	8692263.72
25655534	8692249.35
80298876	8692247.96
10926277	8692244.99
48219834	8692243.78
72843561	8692243.07
34430718	8692238.88
84324256	8692237.96
10922301	8692236
20813748	8692235.98
53931363	8692233.4
74708793	8692230.26
40032179	8692219.2
80293353	8692207.06
64360218	8692188.21
48973946	8692180
93248585	8692177.65
63453467	8692167.09
74333815	8692163.88
86253209	8692152.48
48793604	8692149
68970202	8692141.52
42086773	8692140.8
34008860	8692139.6
79212949	8692138.18
3683208	8692135.14
44462139	8692129.04
42985608	8692120
51231880	8692119.54
86655208	8692119.22
97236784	8692115.74
16037674	8692115.12
4279903	8692113.87
16775249	8692105.72
21733274	8692102.03
79457274	8692092.53
91597651	8692091.67
45601619	8692090.58
58159381	8692089.28
93736288	8692087.2
28053540	8692086.92
87950988	8692086.25
21428056	8692081.92
67706043	8692080.85
86491628	8692079.34
30539151	8692079.12
7644517	8692078.01
62767278	8692074.8
17818175	8692057
13993287	8692055.12
91167939	8692051.68
71153857	8692049.99
71029800	8692043.87
12651088	8692037.92
75435031	8692035.04
6510701	8692035
34570988	8692034.2
79862682	8692033.5
35920893	8692033.33
88447566	8692031.28
89369688	8692028.1
26166358	8692027.11
19449059	8692025.36
43739094	8692023.83
88301247	8692016.76
83852999	8692015.5
89233057	8692008.72
95387402	8692005.35
64207182	8691991.87
34691754	8691986.38
94789971	8691976.8
12066018	8691975.09
26370045	8691971.4
97073364	8691971.4
73115352	8691965.9
38625114	8691947.39
47377181	8691944.84
59822342	8691938.22
3296240	8691934
72518848	8691933.6
8214540	8691917.12
92124177	8691915.51
78757589	8691914.54
20523788	8691913.24
50624500	8691912.19
35025196	8691909.82
95836002	8691905.1
20828511	8691899.78
17623939	8691899.4
29000907	8691897.68
92921515	8691893.01
60637489	8691883.2
57874782	8691882.36
87591001	8691878.64
3856439	8691878.51
11903344	8691871.06
32441038	8691864.72
91255074	8691852.26
13930686	8691847.43
84425847	8691844.36
70901221	8691841.94
23770263	8691838.16
79659068	8691832.2
3574451	8691830.55
51234465	8691826.91
1590355	8691818.1
48187344	8691813.36
60807272	8691808.18
37719797	8691800.5
1260258	8691788.73
61688673	8691786.3
59902164	8691772.86
85107501	8691771.6
61902486	8691770.81
12980781	8691753.81
44610431	8691746.3
32267286	8691745.48
50128031	8691742.92
5809494	8691741.04
23458113	8691733.68
37544278	8691731.66
57407535	8691722.82
75116953	8691713.8
68153308	8691711.24
71476487	8691705.33
75427751	8691701.52
9658649	8691688.2
96587674	8691683.85
10582347	8691683.82
70813848	8691675.55
50682520	8691674.68
22003138	8691664.08
785758	8691663.44
54535633	8691663.18
71512796	8691655.38
53920614	8691643.12
69305821	8691642.72
5758391	8691637.5
67573977	8691637.16
3899844	8691636.24
45713121	8691622.55
58789260	8691620
35913284	8691619.88
31840962	8691619.02
71523578	8691617.2
50741507	8691616.35
70307784	8691613.64
56434377	8691613.5
38417469	8691611.25
82554332	8691611.2
68005001	8691610.3
21196298	8691605.86
10797921	8691605.3
29392844	8691603.24
84678298	8691597.42
40515714	8691593.28
55140101	8691582.33
82492580	8691581.01
31448212	8691577.42
92995989	8691573.54
65284019	8691571.35
17511814	8691567.3
14008144	8691553.99
55447793	8691546.72
23952000	8691541.3
16781601	8691536.7
44911320	8691532.3
62009826	8691530.34
71957324	8691522.7
89625556	8691521.8
28743285	8691514.7
51485902	8691504.66
72470528	8691504.66
61758795	8691503.03
84743171	8691499.8
89481112	8691499.52
8264415	8691499.5
60279633	8691491.17
93298117	8691479.3
36311696	8691477.95
90805835	8691470.58
83115909	8691470.28
95192719	8691467.05
63123735	8691465.62
15617858	8691463.44
80015528	8691459.48
5067975	8691452.34
64693635	8691452.24
19325244	8691450.8
2783622	8691447.03
12432570	8691446.43
1220763	8691442.89
36347830	8691439.68
12981095	8691438.15
5875065	8691431
31980511	8691427.55
56464685	8691427.13
52635706	8691415.08
84736938	8691409.68
10171519	8691408.74
22494860	8691397.68
84579766	8691397.26
25252207	8691396.7
78627269	8691391.8
77044685	8691391.02
20200669	8691379.84
52689510	8691376
11449919	8691370.78
70523019	8691367.28
361329	8691365.4
53894757	8691363.18
1636745	8691359.43
29301872	8691357.24
55063117	8691355.68
18626285	8691349.8
99599422	8691332
22221232	8691327.6
85808405	8691327.6
89759226	8691326.7
95267728	8691321.6
81397003	8691319.45
30565494	8691315.92
75662980	8691313.26
87738377	8691308.8
74084285	8691301.7
92737306	8691300.48
69284336	8691290.22
34410616	8691288.42
77097550	8691288.06
54340045	8691280.39
90229094	8691277.8
58980585	8691276.75
58154319	8691275.56
70238832	8691273.48
77472196	8691269.24
74806127	8691266.71
18563282	8691265.44
58759643	8691264.45
49465523	8691260.62
94010685	8691258.19
43871651	8691257.96
57333121	8691240
21036051	8691236.4
13944864	8691233.45
60643140	8691230.03
900841	8691229.28
49446850	8691227.16
55839110	8691225.2
75480321	8691219.32
80090992	8691217.2
75160427	8691211.6
84196095	8691208.22
25695353	8691206.04
57679644	8691205.92
27079887	8691205.35
90814250	8691204.08
36850945	8691202
93433065	8691196.6
24031676	8691191.55
79500166	8691191.28
28185955	8691184.83
41844711	8691183.9
66954217	8691175.68
31319182	8691175.35
17655820	8691163.85
21887329	8691158.71
42212791	8691153
36593814	8691152.27
23515680	8691150.86
29805456	8691146.55
74508708	8691145.32
32357781	8691145.14
57267917	8691142.25
56741289	8691138.84
5404848	8691134.34
58093148	8691132.1
53749557	8691124.2
72769882	8691119.54
52015210	8691116.21
70197642	8691114.56
19320788	8691112.5
38950936	8691109.52
61647307	8691097.68
70607421	8691091.2
79489767	8691085.44
25461447	8691082.58
46517110	8691080.06
65951738	8691076.52
65457089	8691073.2
98475500	8691070.48
11192169	8691066.34
84157164	8691064.24
56706670	8691045.36
79011079	8691035.48
86157392	8691027.39
78169579	8691017.88
20436760	8691016.62
54507067	8691009
53213819	8691007.56
96134867	8691005.44
84589956	8690996.15
62338059	8690987.16
19756503	8690984.46
30737566	8690981.58
26317076	8690980.9
85878601	8690979.07
17619977	8690974.72
47316861	8690972.95
26214752	8690971.46
5336326	8690967.66
89628350	8690965.96
41488886	8690965.66
88380448	8690964.36
64364494	8690951.6
80888535	8690950.75
18072450	8690948.42
20676292	8690947.44
97814412	8690946.72
65346537	8690944.96
56739400	8690944
44847737	8690941.8
74420879	8690937.76
25634858	8690934.45
16568753	8690931.84
51319491	8690922.24
88111385	8690922.06
2561411	8690918.33
77822844	8690913.35
12058969	8690908.94
29183985	8690892.84
80194875	8690891.95
75316691	8690884.23
92078726	8690880.4
46011119	8690880.2
23443209	8690877.45
30521524	8690876
99183772	8690874.62
81183304	8690871.92
98099489	8690859.38
68363353	8690853.66
50027211	8690853.6
38097639	8690849
42214015	8690848.9
48795924	8690847
93618749	8690846.48
52056412	8690837.54
12747371	8690836.94
55648882	8690829.29
17448158	8690823.9
66885829	8690820.67
1209174	8690820.21
96970772	8690815.35
17094663	8690815.26
93736043	8690812.2
32055051	8690808.96
23156808	8690806.65
87083529	8690795.36
44701281	8690795.13
39351869	8690794.48
17774739	8690793.48
69878754	8690791.58
60097582	8690790.8
87347012	8690789.04
90139173	8690783.22
17122901	8690770.62
30297327	8690762.25
70659894	8690760
25413024	8690759.32
12266223	8690755.25
77906500	8690746.96
83031678	8690741.84
13762966	8690734.92
2384572	8690733.87
38035537	8690727.84
25145675	8690727.1
24470304	8690724.04
36697702	8690719.18
89879216	8690710.08
78015637	8690700.29
48629043	8690690.67
67761476	8690688.03
11235876	8690687.4
49086622	8690686.16
20854464	8690683.9
68393243	8690673.24
80509066	8690671.77
46455997	8690670.6
40832783	8690668.38
39955665	8690661.12
78341583	8690657.8
57192750	8690646.63
81659867	8690637
8671838	8690623.86
95185121	8690622.28
1827731	8690619.69
66874919	8690618.09
22060751	8690613.04
37705850	8690610.69
54740781	8690607.04
2909095	8690602.76
5201694	8690602.75
36864864	8690597.91
39695594	8690595.54
97388312	8690588.66
40482963	8690587.36
45308314	8690584.68
21674338	8690584.28
29551129	8690571.45
59616494	8690543.84
87262543	8690543.77
65829602	8690539.08
60136690	8690535.21
41315856	8690534.52
72902903	8690534.19
40059401	8690531.3
51232065	8690530.56
33780199	8690508.4
97399711	8690505.28
91781939	8690502.4
3122774	8690500.2
63646298	8690499.22
42593589	8690498.31
50010137	8690497.28
47570449	8690497.2
45489807	8690483.73
22056459	8690483.13
44981556	8690475.92
86912097	8690472.98
70113234	8690472
98212596	8690469.9
73079988	8690467.32
93466574	8690466.38
22195706	8690466.24
72365916	8690464.4
576457	8690463.6
55631396	8690457.88
25075215	8690453.2
31556131	8690431.4
41136329	8690424.02
32932241	8690423.7
45741190	8690423.7
20675699	8690423.04
27603558	8690420.34
5337661	8690416.02
23852959	8690413.94
51086958	8690411.16
2250007	8690401.28
64816564	8690395.5
53715559	8690387.34
17124836	8690385.42
2475018	8690385.2
68857419	8690377.22
3720383	8690376.26
19936356	8690375.76
88509377	8690373.12
916957	8690361.84
17717320	8690359.33
14564391	8690346.88
20999	8690343.2
17661625	8690339.24
81706385	8690338.8
98636054	8690334.6
14123204	8690329.08
22368539	8690328.64
42158643	8690327.4
91112226	8690325.56
9593490	8690321.6
20642973	8690319.7
50389779	8690319.38
3744184	8690317.2
79347634	8690316.4
1787377	8690316.06
15763081	8690310.36
75012544	8690308.16
84014759	8690307.87
96827187	8690304.96
29636197	8690301.12
19021036	8690299.2
93528959	8690296.98
59060700	8690293.56
26740015	8690280.69
15857815	8690279.71
33835862	8690279.28
36707562	8690274.53
78052411	8690267.07
1196895	8690265.71
24160241	8690261.6
82910000	8690260.5
96107112	8690260
76985944	8690259.48
88178306	8690259.05
80622272	8690258.96
26388078	8690255.1
66579099	8690248.45
42267414	8690242.24
91749972	8690240.22
51246884	8690239.24
91227628	8690237.52
55064090	8690232.46
37552479	8690227.5
18371128	8690224.71
30903531	8690222.52
15856178	8690213.12
71489089	8690211.5
50638733	8690210.94
19690130	8690210.76
98228229	8690207.68
21860966	8690205.52
48363936	8690199.13
58100715	8690194.5
97428360	8690193
11733393	8690178.56
11993089	8690176.32
9865309	8690172.48
90831964	8690171.94
57745752	8690171.75
34902213	8690171.45
79329463	8690167.18
64675634	8690167.07
75180788	8690166.45
97277860	8690166.2
5288696	8690165.96
41692479	8690163.2
32227322	8690161.78
68422362	8690157.62
96216282	8690153.64
15932566	8690144.4
97787470	8690140.75
97301664	8690140.72
83919425	8690139
44443686	8690138.28
69305680	8690136.96
29390213	8690133.74
36394724	8690126.19
48967379	8690115.57
13633939	8690114.83
26954158	8690110.13
36495542	8690108.17
38537457	8690105.64
61126659	8690089.36
85983452	8690075.86
58687412	8690068.8
43286740	8690068.38
32720121	8690067.5
10866398	8690064.24
50944705	8690063.4
69949151	8690060.04
6533199	8690058.5
11336942	8690048.1
84867168	8690045.52
6019882	8690023.08
75314571	8690022.98
93411895	8690020.32
52537733	8690019.36
47615526	8690016
64592292	8690014.1
16506415	8690013.12
1901376	8690008.95
17879219	8690006.49
4502463	8690005.74
40020844	8689999.52
33682067	8689999.08
60591352	8689999.08
39745938	8689982.4
61130279	8689979.4
74022973	8689977.87
41798764	8689976.16
82293030	8689973.76
11794878	8689972.96
86988862	8689971.32
81221316	8689970.8
9959285	8689967.56
31669425	8689967.5
15548232	8689953.14
6649520	8689950.08
50854132	8689946.98
40934830	8689946.31
46671861	8689940.85
45492098	8689927.67
33063651	8689920.87
21120037	8689919.76
29332096	8689915.43
14597028	8689909.77
39596037	8689907.83
49785520	8689902.26
67176779	8689900.18
20952823	8689896.25
70462530	8689895.5
80438657	8689895.42
89944531	8689894.09
6985704	8689891.95
63855204	8689877.3
9120757	8689877.27
48280823	8689875.18
64586934	8689875.16
65988946	8689867.09
82249212	8689859.86
62111111	8689859.5
37507197	8689859.33
89635541	8689857.69
21794405	8689856.3
11985883	8689852.9
97138662	8689843.54
71288598	8689842.96
51490905	8689841.88
80731566	8689840
26756545	8689834.96
46682128	8689834.93
20744883	8689832.8
27656336	8689825.04
75462384	8689818.3
97840773	8689809.8
85673509	8689804.8
19232107	8689801.54
72325925	8689800.3
99556132	8689800.24
