p_brand	p_type	p_size	supplier_cnt
Brand#33	ECONOMY ANODIZED COPPER	45	2161
Brand#33	MEDIUM PLATED NICKEL	19	2161
Brand#33	SMALL POLISHED TIN	19	2161
Brand#34	STANDARD ANODIZED STEEL	14	2161
Brand#34	STANDARD BRUSHED NICKEL	19	2161
Brand#35	SMALL BURNISHED TIN	23	2161
Brand#41	LARGE POLISHED STEEL	45	2161
Brand#41	PROMO ANODIZED BRASS	36	2161
Brand#42	ECONOMY PLATED BRASS	9	2161
Brand#42	MEDIUM ANODIZED STEEL	45	2161
Brand#42	PROMO POLISHED NICKEL	9	2161
Brand#43	LARGE ANODIZED NICKEL	3	2161
Brand#43	LARGE BURNISHED NICKEL	49	2161
Brand#43	PROMO POLISHED STEEL	23	2161
Brand#43	SMALL BURNISHED BRASS	9	2161
Brand#43	STANDARD ANODIZED BRASS	14	2161
Brand#44	PROMO POLISHED COPPER	36	2161
Brand#51	PROMO BURNISHED COPPER	9	2161
Brand#52	LARGE ANODIZED COPPER	19	2161
Brand#52	LARGE PLATED COPPER	19	2161
Brand#52	PROMO BURNISHED COPPER	23	2161
Brand#53	ECONOMY BURNISHED COPPER	45	2161
Brand#54	ECONOMY BURNISHED BRASS	19	2161
Brand#54	MEDIUM PLATED BRASS	36	2161
Brand#54	PROMO BURNISHED NICKEL	3	2161
Brand#54	STANDARD BRUSHED STEEL	3	2161
Brand#55	ECONOMY PLATED NICKEL	19	2161
Brand#55	STANDARD BURNISHED TIN	49	2161
Brand#11	LARGE BRUSHED STEEL	14	2160
Brand#11	MEDIUM ANODIZED STEEL	9	2160
Brand#11	MEDIUM PLATED TIN	14	2160
Brand#11	SMALL BRUSHED TIN	36	2160
Brand#11	SMALL PLATED BRASS	3	2160
Brand#12	ECONOMY BRUSHED BRASS	23	2160
Brand#12	LARGE BRUSHED BRASS	19	2160
Brand#12	LARGE BURNISHED COPPER	19	2160
Brand#12	LARGE PLATED COPPER	36	2160
Brand#13	ECONOMY BRUSHED TIN	45	2160
Brand#13	ECONOMY POLISHED STEEL	49	2160
Brand#13	MEDIUM BURNISHED COPPER	36	2160
Brand#13	PROMO POLISHED BRASS	23	2160
Brand#13	SMALL POLISHED BRASS	23	2160
Brand#14	LARGE BURNISHED COPPER	36	2160
Brand#14	LARGE PLATED NICKEL	36	2160
Brand#14	STANDARD ANODIZED COPPER	45	2160
Brand#14	STANDARD BURNISHED BRASS	9	2160
Brand#14	STANDARD PLATED TIN	19	2160
Brand#14	STANDARD POLISHED TIN	45	2160
Brand#15	ECONOMY BURNISHED STEEL	49	2160
Brand#15	ECONOMY PLATED STEEL	19	2160
Brand#15	LARGE BRUSHED STEEL	3	2160
Brand#15	LARGE PLATED TIN	23	2160
Brand#15	PROMO BURNISHED TIN	14	2160
Brand#15	SMALL BRUSHED COPPER	45	2160
Brand#15	SMALL BRUSHED NICKEL	49	2160
Brand#15	STANDARD BURNISHED TIN	9	2160
Brand#15	STANDARD POLISHED BRASS	9	2160
Brand#21	PROMO PLATED STEEL	23	2160
Brand#21	STANDARD PLATED STEEL	45	2160
Brand#21	STANDARD POLISHED NICKEL	19	2160
Brand#22	LARGE ANODIZED NICKEL	3	2160
Brand#22	SMALL BRUSHED TIN	19	2160
Brand#22	SMALL PLATED TIN	14	2160
Brand#22	STANDARD POLISHED TIN	3	2160
Brand#23	ECONOMY BURNISHED TIN	19	2160
Brand#23	ECONOMY PLATED STEEL	49	2160
Brand#23	LARGE ANODIZED BRASS	36	2160
Brand#23	LARGE BRUSHED COPPER	19	2160
Brand#23	LARGE PLATED NICKEL	36	2160
Brand#23	PROMO ANODIZED STEEL	36	2160
Brand#23	PROMO ANODIZED TIN	23	2160
Brand#23	SMALL PLATED COPPER	36	2160
Brand#23	STANDARD BRUSHED COPPER	3	2160
Brand#24	ECONOMY BURNISHED STEEL	19	2160
Brand#24	SMALL PLATED STEEL	19	2160
Brand#25	ECONOMY BRUSHED NICKEL	45	2160
Brand#25	LARGE PLATED NICKEL	36	2160
Brand#25	MEDIUM ANODIZED NICKEL	23	2160
Brand#25	PROMO BURNISHED STEEL	36	2160
Brand#31	ECONOMY PLATED STEEL	49	2160
Brand#31	LARGE PLATED NICKEL	14	2160
Brand#31	PROMO BURNISHED COPPER	45	2160
Brand#31	SMALL ANODIZED BRASS	49	2160
Brand#31	SMALL BURNISHED COPPER	45	2160
Brand#31	SMALL PLATED COPPER	9	2160
Brand#31	STANDARD PLATED COPPER	14	2160
Brand#31	STANDARD POLISHED BRASS	14	2160
Brand#32	ECONOMY POLISHED COPPER	49	2160
Brand#32	LARGE BRUSHED COPPER	23	2160
Brand#32	MEDIUM ANODIZED STEEL	19	2160
Brand#32	PROMO BRUSHED STEEL	23	2160
Brand#32	SMALL PLATED BRASS	14	2160
Brand#32	SMALL PLATED TIN	9	2160
Brand#32	SMALL POLISHED TIN	36	2160
Brand#32	STANDARD BURNISHED TIN	3	2160
Brand#33	LARGE ANODIZED COPPER	9	2160
Brand#33	PROMO ANODIZED STEEL	36	2160
Brand#33	SMALL ANODIZED COPPER	45	2160
Brand#33	SMALL BURNISHED COPPER	9	2160
Brand#33	SMALL BURNISHED COPPER	36	2160
Brand#34	ECONOMY PLATED COPPER	49	2160
Brand#34	PROMO PLATED STEEL	49	2160
Brand#34	PROMO POLISHED BRASS	49	2160
Brand#34	SMALL PLATED NICKEL	36	2160
Brand#35	LARGE BRUSHED TIN	3	2160
Brand#35	PROMO ANODIZED NICKEL	45	2160
Brand#35	PROMO BURNISHED STEEL	9	2160
Brand#35	PROMO BURNISHED STEEL	49	2160
Brand#35	STANDARD BURNISHED TIN	14	2160
Brand#41	ECONOMY BRUSHED NICKEL	36	2160
Brand#41	ECONOMY BURNISHED COPPER	23	2160
Brand#41	LARGE POLISHED TIN	49	2160
Brand#41	PROMO PLATED STEEL	23	2160
Brand#42	MEDIUM ANODIZED STEEL	3	2160
Brand#42	MEDIUM BRUSHED NICKEL	19	2160
Brand#42	PROMO PLATED TIN	3	2160
Brand#42	SMALL ANODIZED NICKEL	49	2160
Brand#42	SMALL ANODIZED TIN	9	2160
Brand#43	PROMO BRUSHED BRASS	45	2160
Brand#43	SMALL BURNISHED NICKEL	9	2160
Brand#44	LARGE POLISHED BRASS	14	2160
Brand#44	PROMO BRUSHED NICKEL	14	2160
Brand#44	PROMO BRUSHED STEEL	45	2160
Brand#44	PROMO BURNISHED NICKEL	36	2160
Brand#44	SMALL PLATED COPPER	3	2160
Brand#51	ECONOMY PLATED STEEL	3	2160
Brand#51	PROMO POLISHED COPPER	14	2160
Brand#51	PROMO POLISHED COPPER	36	2160
Brand#52	ECONOMY ANODIZED TIN	49	2160
Brand#52	ECONOMY POLISHED STEEL	49	2160
Brand#52	ECONOMY POLISHED TIN	23	2160
Brand#52	LARGE BRUSHED BRASS	14	2160
Brand#52	STANDARD BRUSHED STEEL	49	2160
Brand#52	STANDARD POLISHED STEEL	23	2160
Brand#53	ECONOMY ANODIZED BRASS	23	2160
Brand#53	MEDIUM PLATED COPPER	49	2160
Brand#53	PROMO ANODIZED NICKEL	23	2160
Brand#53	STANDARD ANODIZED NICKEL	19	2160
Brand#53	STANDARD ANODIZED STEEL	3	2160
Brand#54	ECONOMY ANODIZED STEEL	49	2160
Brand#54	LARGE BRUSHED BRASS	23	2160
Brand#54	PROMO BRUSHED COPPER	19	2160
Brand#54	PROMO POLISHED TIN	45	2160
Brand#54	SMALL ANODIZED TIN	3	2160
Brand#54	SMALL BRUSHED COPPER	14	2160
Brand#54	SMALL BURNISHED NICKEL	19	2160
Brand#54	STANDARD PLATED NICKEL	23	2160
Brand#55	LARGE BRUSHED BRASS	3	2160
Brand#55	SMALL POLISHED COPPER	23	2160
Brand#55	STANDARD ANODIZED STEEL	36	2160
Brand#55	STANDARD ANODIZED STEEL	49	2160
Brand#55	STANDARD PLATED BRASS	49	2160
Brand#55	STANDARD PLATED STEEL	23	2160
Brand#11	LARGE POLISHED TIN	19	2159
Brand#11	MEDIUM BRUSHED COPPER	3	2159
Brand#11	STANDARD BURNISHED BRASS	49	2159
Brand#12	PROMO BRUSHED TIN	23	2159
Brand#12	STANDARD ANODIZED NICKEL	36	2159
Brand#12	STANDARD BRUSHED NICKEL	45	2159
Brand#13	LARGE ANODIZED STEEL	49	2159
Brand#13	LARGE BURNISHED TIN	14	2159
Brand#13	PROMO POLISHED COPPER	36	2159
Brand#13	PROMO POLISHED STEEL	45	2159
Brand#14	ECONOMY BURNISHED BRASS	23	2159
Brand#14	LARGE ANODIZED TIN	14	2159
Brand#14	LARGE BRUSHED COPPER	14	2159
Brand#14	MEDIUM BURNISHED STEEL	14	2159
Brand#14	MEDIUM BURNISHED STEEL	49	2159
Brand#14	MEDIUM PLATED TIN	45	2159
Brand#14	PROMO BRUSHED TIN	3	2159
Brand#14	SMALL ANODIZED TIN	23	2159
Brand#14	STANDARD BRUSHED TIN	9	2159
Brand#14	STANDARD BURNISHED STEEL	14	2159
Brand#14	STANDARD PLATED COPPER	45	2159
Brand#15	ECONOMY BURNISHED NICKEL	45	2159
Brand#15	ECONOMY PLATED TIN	9	2159
Brand#15	PROMO BURNISHED BRASS	49	2159
Brand#15	PROMO BURNISHED STEEL	49	2159
Brand#15	PROMO PLATED TIN	45	2159
Brand#15	STANDARD PLATED BRASS	36	2159
Brand#15	STANDARD PLATED NICKEL	19	2159
Brand#15	STANDARD PLATED TIN	45	2159
Brand#21	ECONOMY BRUSHED TIN	49	2159
Brand#21	LARGE BRUSHED NICKEL	36	2159
Brand#21	LARGE BRUSHED STEEL	23	2159
Brand#21	MEDIUM BRUSHED STEEL	19	2159
Brand#21	MEDIUM BURNISHED BRASS	3	2159
Brand#21	PROMO POLISHED BRASS	3	2159
Brand#21	SMALL BRUSHED COPPER	23	2159
Brand#21	STANDARD POLISHED STEEL	45	2159
Brand#22	ECONOMY BURNISHED STEEL	23	2159
Brand#22	ECONOMY BURNISHED STEEL	36	2159
Brand#22	LARGE ANODIZED COPPER	19	2159
Brand#22	LARGE PLATED COPPER	9	2159
Brand#22	PROMO ANODIZED COPPER	23	2159
Brand#22	PROMO BURNISHED TIN	19	2159
Brand#22	PROMO PLATED COPPER	14	2159
Brand#22	STANDARD PLATED STEEL	49	2159
Brand#23	ECONOMY BRUSHED NICKEL	9	2159
Brand#23	PROMO ANODIZED NICKEL	9	2159
Brand#23	PROMO BRUSHED TIN	9	2159
Brand#23	PROMO PLATED STEEL	23	2159
Brand#23	PROMO PLATED TIN	14	2159
Brand#23	PROMO POLISHED COPPER	9	2159
Brand#23	STANDARD BURNISHED STEEL	3	2159
Brand#24	ECONOMY POLISHED STEEL	45	2159
Brand#24	ECONOMY POLISHED TIN	23	2159
Brand#24	LARGE BURNISHED TIN	14	2159
Brand#24	LARGE PLATED STEEL	19	2159
Brand#24	LARGE POLISHED NICKEL	49	2159
Brand#24	PROMO ANODIZED STEEL	23	2159
Brand#24	PROMO BRUSHED BRASS	36	2159
Brand#24	PROMO POLISHED NICKEL	49	2159
Brand#24	PROMO POLISHED TIN	19	2159
Brand#24	SMALL POLISHED NICKEL	36	2159
Brand#24	STANDARD ANODIZED COPPER	36	2159
Brand#24	STANDARD BRUSHED BRASS	23	2159
Brand#25	ECONOMY BRUSHED COPPER	19	2159
Brand#25	ECONOMY BURNISHED NICKEL	36	2159
Brand#25	ECONOMY PLATED TIN	3	2159
Brand#25	ECONOMY POLISHED STEEL	3	2159
Brand#25	MEDIUM BRUSHED COPPER	45	2159
Brand#25	STANDARD POLISHED BRASS	14	2159
Brand#25	STANDARD POLISHED NICKEL	14	2159
Brand#31	ECONOMY PLATED STEEL	3	2159
Brand#32	ECONOMY PLATED TIN	36	2159
Brand#32	SMALL BURNISHED STEEL	19	2159
Brand#32	SMALL PLATED NICKEL	49	2159
Brand#33	ECONOMY PLATED NICKEL	23	2159
Brand#33	LARGE POLISHED COPPER	19	2159
Brand#33	MEDIUM PLATED COPPER	19	2159
Brand#33	MEDIUM PLATED TIN	23	2159
Brand#33	PROMO BRUSHED COPPER	19	2159
Brand#33	PROMO BURNISHED NICKEL	23	2159
Brand#33	PROMO PLATED COPPER	19	2159
Brand#33	PROMO PLATED STEEL	19	2159
Brand#33	STANDARD BURNISHED TIN	23	2159
Brand#33	STANDARD POLISHED COPPER	49	2159
Brand#34	LARGE BURNISHED NICKEL	3	2159
Brand#34	MEDIUM ANODIZED COPPER	45	2159
Brand#34	STANDARD BURNISHED NICKEL	49	2159
Brand#34	STANDARD PLATED COPPER	45	2159
Brand#35	LARGE BURNISHED BRASS	19	2159
Brand#35	LARGE PLATED COPPER	45	2159
Brand#35	MEDIUM BRUSHED BRASS	19	2159
Brand#35	SMALL BURNISHED BRASS	3	2159
Brand#35	SMALL PLATED COPPER	9	2159
Brand#35	SMALL POLISHED TIN	23	2159
Brand#35	STANDARD BRUSHED STEEL	45	2159
Brand#35	STANDARD POLISHED BRASS	9	2159
Brand#41	LARGE BRUSHED BRASS	36	2159
Brand#41	LARGE PLATED TIN	14	2159
Brand#41	MEDIUM BURNISHED BRASS	14	2159
Brand#41	MEDIUM PLATED STEEL	36	2159
Brand#41	PROMO BURNISHED COPPER	49	2159
Brand#41	SMALL PLATED TIN	3	2159
Brand#41	SMALL PLATED TIN	9	2159
Brand#41	STANDARD BRUSHED NICKEL	36	2159
Brand#41	STANDARD BRUSHED TIN	36	2159
Brand#41	STANDARD BURNISHED NICKEL	14	2159
Brand#41	STANDARD BURNISHED NICKEL	36	2159
Brand#41	STANDARD BURNISHED TIN	3	2159
Brand#41	STANDARD BURNISHED TIN	9	2159
Brand#42	ECONOMY BRUSHED NICKEL	9	2159
Brand#42	LARGE BURNISHED BRASS	14	2159
Brand#42	STANDARD BRUSHED NICKEL	9	2159
Brand#42	STANDARD POLISHED TIN	3	2159
Brand#43	ECONOMY ANODIZED NICKEL	19	2159
Brand#43	LARGE BRUSHED STEEL	49	2159
Brand#43	MEDIUM PLATED NICKEL	45	2159
Brand#43	PROMO ANODIZED TIN	14	2159
Brand#43	SMALL ANODIZED STEEL	19	2159
Brand#44	ECONOMY ANODIZED STEEL	45	2159
Brand#44	ECONOMY BURNISHED BRASS	45	2159
Brand#44	MEDIUM ANODIZED STEEL	14	2159
Brand#44	MEDIUM PLATED TIN	3	2159
Brand#44	SMALL BRUSHED NICKEL	45	2159
Brand#44	STANDARD ANODIZED STEEL	23	2159
Brand#44	STANDARD PLATED STEEL	3	2159
Brand#51	ECONOMY BRUSHED STEEL	49	2159
Brand#51	ECONOMY POLISHED COPPER	23	2159
Brand#51	LARGE BURNISHED TIN	23	2159
Brand#51	MEDIUM BURNISHED NICKEL	49	2159
Brand#51	SMALL POLISHED TIN	36	2159
Brand#52	ECONOMY BURNISHED BRASS	9	2159
Brand#52	LARGE ANODIZED BRASS	36	2159
Brand#52	MEDIUM PLATED COPPER	45	2159
Brand#52	PROMO POLISHED COPPER	9	2159
Brand#52	SMALL BURNISHED COPPER	9	2159
Brand#52	SMALL BURNISHED TIN	19	2159
Brand#52	STANDARD POLISHED STEEL	45	2159
Brand#53	LARGE BRUSHED BRASS	3	2159
Brand#53	LARGE BURNISHED NICKEL	23	2159
Brand#53	PROMO BURNISHED NICKEL	3	2159
Brand#53	PROMO PLATED STEEL	45	2159
Brand#53	PROMO POLISHED NICKEL	19	2159
Brand#53	STANDARD BRUSHED NICKEL	36	2159
Brand#54	ECONOMY BURNISHED COPPER	45	2159
Brand#54	LARGE ANODIZED COPPER	23	2159
Brand#54	MEDIUM BRUSHED BRASS	14	2159
Brand#54	PROMO BRUSHED BRASS	14	2159
Brand#54	SMALL BRUSHED NICKEL	9	2159
Brand#54	SMALL BRUSHED NICKEL	19	2159
Brand#54	SMALL POLISHED NICKEL	9	2159
Brand#54	STANDARD BRUSHED COPPER	45	2159
Brand#54	STANDARD PLATED COPPER	36	2159
Brand#55	ECONOMY PLATED NICKEL	3	2159
Brand#55	ECONOMY PLATED NICKEL	14	2159
Brand#55	ECONOMY POLISHED NICKEL	14	2159
Brand#55	LARGE POLISHED STEEL	45	2159
Brand#55	PROMO BURNISHED NICKEL	23	2159
Brand#55	STANDARD BRUSHED NICKEL	45	2159
Brand#55	STANDARD BURNISHED NICKEL	19	2159
Brand#11	MEDIUM BRUSHED NICKEL	36	2158
Brand#11	PROMO ANODIZED NICKEL	9	2158
Brand#11	PROMO BRUSHED NICKEL	3	2158
Brand#11	SMALL PLATED COPPER	14	2158
Brand#11	STANDARD POLISHED STEEL	49	2158
Brand#12	MEDIUM BRUSHED BRASS	14	2158
Brand#12	PROMO ANODIZED COPPER	9	2158
Brand#13	ECONOMY ANODIZED COPPER	14	2158
Brand#13	ECONOMY BRUSHED TIN	14	2158
Brand#13	PROMO BURNISHED STEEL	36	2158
Brand#13	SMALL BRUSHED COPPER	14	2158
Brand#14	ECONOMY BURNISHED COPPER	19	2158
Brand#14	MEDIUM BURNISHED BRASS	36	2158
Brand#14	SMALL ANODIZED STEEL	19	2158
Brand#14	STANDARD PLATED TIN	36	2158
Brand#14	STANDARD PLATED TIN	45	2158
Brand#15	LARGE PLATED BRASS	49	2158
Brand#15	MEDIUM BRUSHED TIN	14	2158
Brand#15	PROMO ANODIZED COPPER	23	2158
Brand#15	PROMO BURNISHED TIN	19	2158
Brand#15	SMALL PLATED COPPER	23	2158
Brand#15	SMALL PLATED STEEL	23	2158
Brand#15	STANDARD PLATED BRASS	14	2158
Brand#21	LARGE PLATED BRASS	45	2158
Brand#21	MEDIUM BURNISHED STEEL	23	2158
Brand#21	PROMO BURNISHED TIN	23	2158
Brand#21	SMALL ANODIZED BRASS	14	2158
Brand#22	SMALL BRUSHED TIN	9	2158
Brand#22	SMALL PLATED NICKEL	3	2158
Brand#23	ECONOMY PLATED COPPER	14	2158
Brand#23	ECONOMY PLATED TIN	45	2158
Brand#23	LARGE ANODIZED NICKEL	14	2158
Brand#23	SMALL BRUSHED TIN	3	2158
Brand#23	SMALL PLATED COPPER	14	2158
Brand#24	MEDIUM ANODIZED STEEL	23	2158
Brand#24	MEDIUM BURNISHED TIN	23	2158
Brand#24	PROMO PLATED TIN	23	2158
Brand#24	STANDARD PLATED BRASS	9	2158
Brand#25	ECONOMY POLISHED NICKEL	14	2158
Brand#25	SMALL BURNISHED TIN	23	2158
Brand#25	STANDARD POLISHED NICKEL	19	2158
Brand#31	ECONOMY PLATED TIN	45	2158
Brand#31	LARGE POLISHED COPPER	36	2158
Brand#31	MEDIUM ANODIZED STEEL	45	2158
Brand#31	PROMO BRUSHED COPPER	19	2158
Brand#31	PROMO BURNISHED COPPER	14	2158
Brand#31	STANDARD BRUSHED TIN	14	2158
Brand#32	ECONOMY BRUSHED BRASS	36	2158
Brand#32	MEDIUM BRUSHED BRASS	19	2158
Brand#32	PROMO ANODIZED BRASS	14	2158
Brand#32	SMALL BURNISHED TIN	19	2158
Brand#32	SMALL POLISHED COPPER	23	2158
Brand#33	ECONOMY POLISHED STEEL	9	2158
Brand#33	MEDIUM BRUSHED COPPER	23	2158
Brand#33	PROMO ANODIZED BRASS	36	2158
Brand#33	PROMO ANODIZED STEEL	19	2158
Brand#33	PROMO BURNISHED COPPER	19	2158
Brand#33	SMALL PLATED COPPER	23	2158
Brand#34	ECONOMY BRUSHED BRASS	3	2158
Brand#34	LARGE POLISHED STEEL	45	2158
Brand#34	SMALL PLATED COPPER	49	2158
Brand#35	LARGE POLISHED TIN	49	2158
Brand#35	MEDIUM BURNISHED NICKEL	9	2158
Brand#35	MEDIUM PLATED TIN	3	2158
Brand#35	PROMO PLATED COPPER	19	2158
Brand#35	PROMO PLATED NICKEL	36	2158
Brand#35	STANDARD BRUSHED TIN	19	2158
Brand#35	STANDARD PLATED STEEL	36	2158
Brand#41	ECONOMY ANODIZED TIN	14	2158
Brand#41	ECONOMY PLATED BRASS	23	2158
Brand#41	LARGE BRUSHED STEEL	49	2158
Brand#41	MEDIUM ANODIZED COPPER	19	2158
Brand#41	MEDIUM ANODIZED STEEL	49	2158
Brand#41	SMALL BRUSHED BRASS	9	2158
Brand#41	STANDARD BURNISHED BRASS	23	2158
Brand#42	ECONOMY BRUSHED BRASS	14	2158
Brand#42	LARGE PLATED TIN	9	2158
Brand#42	PROMO PLATED BRASS	23	2158
Brand#43	MEDIUM BRUSHED TIN	45	2158
Brand#43	SMALL ANODIZED TIN	14	2158
Brand#43	SMALL BURNISHED BRASS	19	2158
Brand#43	SMALL PLATED COPPER	45	2158
Brand#43	STANDARD PLATED BRASS	45	2158
Brand#44	LARGE POLISHED BRASS	9	2158
Brand#44	MEDIUM BURNISHED STEEL	36	2158
Brand#44	PROMO PLATED TIN	36	2158
Brand#44	STANDARD ANODIZED NICKEL	49	2158
Brand#51	ECONOMY BRUSHED COPPER	36	2158
Brand#51	ECONOMY BRUSHED NICKEL	9	2158
Brand#51	LARGE ANODIZED BRASS	9	2158
Brand#51	LARGE BURNISHED STEEL	23	2158
Brand#52	ECONOMY BURNISHED COPPER	49	2158
Brand#52	LARGE PLATED TIN	49	2158
Brand#52	PROMO ANODIZED STEEL	9	2158
Brand#52	PROMO BURNISHED STEEL	45	2158
Brand#52	STANDARD POLISHED TIN	45	2158
Brand#53	PROMO BRUSHED STEEL	49	2158
Brand#53	SMALL BRUSHED TIN	36	2158
Brand#53	STANDARD BURNISHED COPPER	9	2158
Brand#53	STANDARD POLISHED TIN	49	2158
Brand#54	MEDIUM ANODIZED TIN	36	2158
Brand#54	PROMO PLATED NICKEL	19	2158
Brand#54	SMALL POLISHED BRASS	19	2158
Brand#54	SMALL POLISHED STEEL	49	2158
Brand#54	STANDARD BRUSHED TIN	36	2158
Brand#54	STANDARD PLATED BRASS	14	2158
Brand#55	ECONOMY BRUSHED NICKEL	9	2158
Brand#55	LARGE ANODIZED COPPER	19	2158
Brand#55	PROMO ANODIZED BRASS	36	2158
Brand#12	SMALL PLATED COPPER	45	2157
Brand#13	ECONOMY POLISHED STEEL	3	2157
Brand#14	ECONOMY POLISHED TIN	14	2157
Brand#14	MEDIUM ANODIZED TIN	36	2157
Brand#14	SMALL POLISHED COPPER	23	2157
Brand#15	ECONOMY BRUSHED TIN	3	2157
Brand#15	ECONOMY POLISHED BRASS	9	2157
Brand#15	MEDIUM BURNISHED TIN	45	2157
Brand#21	ECONOMY BRUSHED TIN	19	2157
Brand#21	LARGE POLISHED NICKEL	23	2157
Brand#21	MEDIUM BRUSHED STEEL	49	2157
Brand#21	PROMO BRUSHED TIN	23	2157
Brand#21	SMALL BRUSHED BRASS	19	2157
Brand#21	SMALL BURNISHED COPPER	14	2157
Brand#21	STANDARD BRUSHED COPPER	9	2157
Brand#22	PROMO BRUSHED BRASS	14	2157
Brand#23	SMALL BRUSHED BRASS	3	2157
Brand#23	SMALL BRUSHED BRASS	49	2157
Brand#23	STANDARD BRUSHED TIN	19	2157
Brand#24	MEDIUM BRUSHED TIN	19	2157
Brand#24	SMALL BURNISHED STEEL	19	2157
Brand#31	ECONOMY POLISHED STEEL	49	2157
Brand#31	MEDIUM BRUSHED COPPER	3	2157
Brand#31	MEDIUM PLATED TIN	23	2157
Brand#32	ECONOMY POLISHED COPPER	23	2157
Brand#32	MEDIUM BRUSHED BRASS	9	2157
Brand#32	STANDARD POLISHED NICKEL	19	2157
Brand#33	SMALL POLISHED NICKEL	3	2157
Brand#33	SMALL POLISHED TIN	36	2157
Brand#34	ECONOMY BRUSHED TIN	14	2157
Brand#34	ECONOMY POLISHED BRASS	45	2157
Brand#34	LARGE BURNISHED TIN	45	2157
Brand#34	MEDIUM BRUSHED BRASS	23	2157
Brand#34	PROMO ANODIZED BRASS	19	2157
Brand#34	STANDARD ANODIZED TIN	3	2157
Brand#34	STANDARD PLATED BRASS	3	2157
Brand#41	PROMO BURNISHED COPPER	14	2157
Brand#41	PROMO POLISHED COPPER	14	2157
Brand#41	SMALL POLISHED BRASS	19	2157
Brand#42	ECONOMY ANODIZED NICKEL	9	2157
Brand#42	ECONOMY BRUSHED NICKEL	36	2157
Brand#42	PROMO BRUSHED COPPER	36	2157
Brand#43	SMALL BRUSHED STEEL	49	2157
Brand#43	SMALL POLISHED NICKEL	14	2157
Brand#44	ECONOMY ANODIZED BRASS	36	2157
Brand#44	SMALL PLATED BRASS	19	2157
Brand#44	STANDARD POLISHED TIN	3	2157
Brand#51	MEDIUM ANODIZED COPPER	3	2157
Brand#51	PROMO PLATED NICKEL	3	2157
Brand#51	SMALL BRUSHED STEEL	3	2157
Brand#51	STANDARD ANODIZED TIN	3	2157
Brand#51	STANDARD BRUSHED STEEL	45	2157
Brand#53	PROMO PLATED COPPER	14	2157
Brand#53	PROMO PLATED STEEL	36	2157
Brand#54	STANDARD PLATED TIN	49	2157
Brand#55	ECONOMY POLISHED BRASS	14	2157
Brand#55	LARGE BURNISHED COPPER	23	2157
Brand#11	LARGE ANODIZED TIN	49	2156
Brand#11	MEDIUM ANODIZED COPPER	3	2156
Brand#11	MEDIUM ANODIZED STEEL	19	2156
Brand#11	SMALL BRUSHED TIN	19	2156
Brand#11	SMALL BURNISHED TIN	14	2156
Brand#11	SMALL PLATED COPPER	9	2156
Brand#11	SMALL POLISHED COPPER	9	2156
Brand#11	STANDARD ANODIZED TIN	23	2156
Brand#11	STANDARD PLATED TIN	3	2156
Brand#12	LARGE ANODIZED STEEL	36	2156
Brand#12	PROMO ANODIZED TIN	45	2156
Brand#13	LARGE POLISHED NICKEL	36	2156
Brand#13	PROMO ANODIZED COPPER	14	2156
Brand#13	STANDARD ANODIZED NICKEL	49	2156
Brand#13	STANDARD BURNISHED TIN	36	2156
Brand#14	MEDIUM PLATED NICKEL	3	2156
Brand#14	PROMO PLATED STEEL	45	2156
Brand#14	SMALL PLATED TIN	3	2156
Brand#14	STANDARD BURNISHED BRASS	49	2156
Brand#14	STANDARD POLISHED STEEL	14	2156
Brand#15	ECONOMY POLISHED TIN	3	2156
Brand#15	LARGE BURNISHED BRASS	49	2156
Brand#15	LARGE POLISHED STEEL	3	2156
Brand#15	MEDIUM BRUSHED TIN	45	2156
Brand#21	LARGE BRUSHED TIN	3	2156
Brand#21	LARGE PLATED NICKEL	45	2156
Brand#21	PROMO POLISHED NICKEL	9	2156
Brand#21	SMALL BRUSHED STEEL	9	2156
Brand#21	SMALL POLISHED STEEL	45	2156
Brand#22	ECONOMY POLISHED STEEL	23	2156
Brand#22	LARGE BRUSHED BRASS	49	2156
Brand#22	MEDIUM BRUSHED TIN	3	2156
Brand#22	MEDIUM PLATED COPPER	9	2156
Brand#22	PROMO BURNISHED TIN	9	2156
Brand#22	PROMO PLATED TIN	14	2156
Brand#22	PROMO POLISHED NICKEL	45	2156
Brand#22	SMALL ANODIZED STEEL	19	2156
Brand#23	MEDIUM PLATED STEEL	49	2156
Brand#23	SMALL ANODIZED TIN	45	2156
Brand#23	STANDARD POLISHED STEEL	9	2156
Brand#24	MEDIUM ANODIZED STEEL	49	2156
Brand#25	LARGE BURNISHED STEEL	45	2156
Brand#25	SMALL BRUSHED COPPER	19	2156
Brand#25	STANDARD ANODIZED STEEL	19	2156
Brand#31	ECONOMY POLISHED TIN	36	2156
Brand#31	MEDIUM BURNISHED TIN	45	2156
Brand#31	STANDARD ANODIZED BRASS	49	2156
Brand#31	STANDARD PLATED TIN	14	2156
Brand#32	ECONOMY PLATED STEEL	45	2156
Brand#32	LARGE POLISHED COPPER	49	2156
Brand#32	MEDIUM ANODIZED STEEL	23	2156
Brand#32	MEDIUM BURNISHED STEEL	19	2156
Brand#32	MEDIUM PLATED BRASS	45	2156
Brand#32	MEDIUM PLATED STEEL	23	2156
Brand#32	MEDIUM PLATED TIN	49	2156
Brand#33	LARGE BRUSHED NICKEL	49	2156
Brand#33	LARGE BURNISHED BRASS	14	2156
